"FID","Ztemp","Zprecip","Pruinosity","Persistence","Family","Genus","Species","Genus_species","z.hist.temp","z.hist.precip"
1675,2.371768723,-1.567343655,"n",1,"Libellulidae","Sympetrum","Sympetrum pallipes","Sympetrum_pallipes",-0.258396794051235,-1.40992050638223
1675,2.371768723,-1.567343655,"n",0,"Libellulidae","Sympetrum","Sympetrum internum","Sympetrum_internum",-0.258396794051235,-1.40992050638223
1676,2.38079636,-1.569399699,"n",1,"Libellulidae","Sympetrum","Sympetrum semicinctum","Sympetrum_semicinctum",-0.655656524020012,-1.29983244125534
1677,3.024886919,-1.468171374,"n",0,"Libellulidae","Perithemis","Perithemis tenera","Perithemis_tenera",0.397314262888184,-1.54473792821568
1678,2.78681741,-1.366552539,"n",0,"Libellulidae","Celithemis","Celithemis eponina","Celithemis_eponina",0.575138686575953,-1.47602474434321
1678,2.78681741,-1.366552539,"y",1,"Libellulidae","Plathemis","Plathemis lydia","Plathemis_lydia",0.575138686575953,-1.47602474434321
1678,2.78681741,-1.366552539,"n",1,"Libellulidae","Perithemis","Perithemis tenera","Perithemis_tenera",0.575138686575953,-1.47602474434321
1683,1.69241121,-0.770534439,"y",1,"Libellulidae","Libellula","Libellula luctuosa","Libellula_luctuosa",0.846189784542667,0.0198973856864114
1683,1.69241121,-0.770534439,"n",1,"Libellulidae","Celithemis","Celithemis eponina","Celithemis_eponina",0.846189784542667,0.0198973856864114
1683,1.69241121,-0.770534439,"y",1,"Libellulidae","Erythemis","Erythemis simplicicollis","Erythemis_simplicicollis",0.846189784542667,0.0198973856864114
1685,0.480165348,-0.504173537,"y",1,"Libellulidae","Erythemis","Erythemis simplicicollis","Erythemis_simplicicollis",0.674832117803334,0.663019072914204
1685,0.480165348,-0.504173537,"n",1,"Aeshnidae","Anax","Anax junius","Anax_junius",0.674832117803334,0.663019072914204
1686,0.057864088,-0.41134605,"y",1,"Libellulidae","Plathemis","Plathemis lydia","Plathemis_lydia",0.537124762580654,0.868390837528326
1688,-1.275478649,0.48309894,"n",0,"Gomphidae","Dromogomphus","Dromogomphus spinosus","Dromogomphus_spinosus",0.726467439307682,0.825949012820941
1688,-1.275478649,0.48309894,"n",0,"Corduliidae","Epitheca","Epitheca princeps","Epitheca_princeps",0.726467439307682,0.825949012820941
1688,-1.275478649,0.48309894,"y",1,"Libellulidae","Libellula","Libellula luctuosa","Libellula_luctuosa",0.726467439307682,0.825949012820941
1688,-1.275478649,0.48309894,"y",1,"Libellulidae","Pachydiplax","Pachydiplax longipennis","Pachydiplax_longipennis",0.726467439307682,0.825949012820941
1688,-1.275478649,0.48309894,"y",1,"Libellulidae","Erythemis","Erythemis simplicicollis","Erythemis_simplicicollis",0.726467439307682,0.825949012820941
1688,-1.275478649,0.48309894,"n",0,"Gomphidae","Stylogomphus","Stylogomphus albistylus","Stylogomphus_albistylus",0.726467439307682,0.825949012820941
1688,-1.275478649,0.48309894,"n",0,"Aeshnidae","Basiaeschna","Basiaeschna janata","Basiaeschna_janata",0.726467439307682,0.825949012820941
1692,-0.569278415,1.019608634,"n",0,"Corduliidae","Didymops","Didymops transversa","Didymops_transversa",0.598234216106367,1.19914952092286
1693,-0.332773072,1.325666653,"n",0,"Cordulegastridae","Cordulegaster","Cordulegaster maculata","Cordulegaster_maculata",0.405215810512874,1.37390084521281
1694,-0.361683772,1.246249458,"n",1,"Libellulidae","Pantala","Pantala hymenaea","Pantala_hymenaea",0.407024271719151,1.48977922168866
1694,-0.361683772,1.246249458,"n",1,"Gomphidae","Hagenius","Hagenius brevistylus","Hagenius_brevistylus",0.407024271719151,1.48977922168866
1694,-0.361683772,1.246249458,"n",0,"Libellulidae","Perithemis","Perithemis tenera","Perithemis_tenera",0.407024271719151,1.48977922168866
1694,-0.361683772,1.246249458,"y",1,"Libellulidae","Pachydiplax","Pachydiplax longipennis","Pachydiplax_longipennis",0.407024271719151,1.48977922168866
1694,-0.361683772,1.246249458,"n",1,"Aeshnidae","Basiaeschna","Basiaeschna janata","Basiaeschna_janata",0.407024271719151,1.48977922168866
1694,-0.361683772,1.246249458,"n",1,"Aeshnidae","Anax","Anax junius","Anax_junius",0.407024271719151,1.48977922168866
1694,-0.361683772,1.246249458,"y",1,"Libellulidae","Plathemis","Plathemis lydia","Plathemis_lydia",0.407024271719151,1.48977922168866
1694,-0.361683772,1.246249458,"n",1,"Cordulegastridae","Cordulegaster","Cordulegaster maculata","Cordulegaster_maculata",0.407024271719151,1.48977922168866
1695,0.41191032,1.385173688,"n",1,"Gomphidae","Stylogomphus","Stylogomphus albistylus","Stylogomphus_albistylus",0.0683383738223616,1.48525430979998
1697,-0.012992025,0.564385749,"n",1,"Cordulegastridae","Cordulegaster","Cordulegaster maculata","Cordulegaster_maculata",0.774997085651935,0.511809781035187
1699,0.377416662,0.527406777,"n",1,"Aeshnidae","Boyeria","Boyeria vinosa","Boyeria_vinosa",0.985528313617948,0.822904081399361
1699,0.377416662,0.527406777,"n",1,"Libellulidae","Celithemis","Celithemis elisa","Celithemis_elisa",0.985528313617948,0.822904081399361
1764,-2.214604805,-1.993212357,"y",0,"Libellulidae","Plathemis","Plathemis lydia","Plathemis_lydia",0.467878101618635,-1.31150421150059
1765,-1.467425779,-1.523067347,"n",1,"Libellulidae","Sympetrum","Sympetrum corruptum","Sympetrum_corruptum",0.782544926561214,-1.80194301892105
1765,-1.467425779,-1.523067347,"y",1,"Libellulidae","Pachydiplax","Pachydiplax longipennis","Pachydiplax_longipennis",0.782544926561214,-1.80194301892105
1765,-1.467425779,-1.523067347,"n",1,"Aeshnidae","Rhionaeschna","Rhionaeschna multicolor","Rhionaeschna_multicolor",0.782544926561214,-1.80194301892105
1768,-1.164370171,-0.97945343,"n",1,"Libellulidae","Sympetrum","Sympetrum corruptum","Sympetrum_corruptum",1.93611315830194,-2.42624611346017
1769,-0.533800564,-1.049555971,"n",1,"Libellulidae","Libellula","Libellula saturata","Libellula_saturata",1.52196924912294,-2.33405277551562
1774,1.469514693,-1.156733611,"y",0,"Libellulidae","Libellula","Libellula luctuosa","Libellula_luctuosa",0.214182936481348,-1.9381559894313
1775,2.246986978,-1.174508563,"y",0,"Libellulidae","Libellula","Libellula forensis","Libellula_forensis",0.221003617143179,-1.889468295204
1776,2.58389183,-1.367096237,"n",1,"Libellulidae","Sympetrum","Sympetrum corruptum","Sympetrum_corruptum",-0.807987590444061,-1.3123760388682
1776,2.58389183,-1.367096237,"n",1,"Aeshnidae","Aeshna","Aeshna interrupta","Aeshna_interrupta",-0.807987590444061,-1.3123760388682
1776,2.58389183,-1.367096237,"n",0,"Aeshnidae","Aeshna","Aeshna umbrosa","Aeshna_umbrosa",-0.807987590444061,-1.3123760388682
1776,2.58389183,-1.367096237,"n",1,"Aeshnidae","Aeshna","Aeshna palmata","Aeshna_palmata",-0.807987590444061,-1.3123760388682
1776,2.58389183,-1.367096237,"n",0,"Libellulidae","Pantala","Pantala flavescens","Pantala_flavescens",-0.807987590444061,-1.3123760388682
1777,2.699517055,-1.418264121,"n",1,"Libellulidae","Sympetrum","Sympetrum danae","Sympetrum_danae",-0.989723402809912,-1.50586457667337
1777,2.699517055,-1.418264121,"n",1,"Aeshnidae","Aeshna","Aeshna palmata","Aeshna_palmata",-0.989723402809912,-1.50586457667337
1779,2.35649614,-1.224971165,"n",1,"Aeshnidae","Rhionaeschna","Rhionaeschna multicolor","Rhionaeschna_multicolor",0.448792477851454,-1.53706734854993
1779,2.35649614,-1.224971165,"n",0,"Aeshnidae","Aeshna","Aeshna umbrosa","Aeshna_umbrosa",0.448792477851454,-1.53706734854993
1779,2.35649614,-1.224971165,"y",1,"Libellulidae","Plathemis","Plathemis lydia","Plathemis_lydia",0.448792477851454,-1.53706734854993
1780,2.820725238,-1.165379824,"n",1,"Aeshnidae","Rhionaeschna","Rhionaeschna multicolor","Rhionaeschna_multicolor",0.635579786308129,-1.41741870297975
1782,2.626710129,-0.761346413,"y",1,"Libellulidae","Pachydiplax","Pachydiplax longipennis","Pachydiplax_longipennis",0.778770897607582,-0.998689097157736
1782,2.626710129,-0.761346413,"y",1,"Libellulidae","Plathemis","Plathemis lydia","Plathemis_lydia",0.778770897607582,-0.998689097157736
1782,2.626710129,-0.761346413,"n",1,"Libellulidae","Perithemis","Perithemis tenera","Perithemis_tenera",0.778770897607582,-0.998689097157736
1782,2.626710129,-0.761346413,"n",1,"Libellulidae","Sympetrum","Sympetrum corruptum","Sympetrum_corruptum",0.778770897607582,-0.998689097157736
1782,2.626710129,-0.761346413,"n",0,"Libellulidae","Sympetrum","Sympetrum semicinctum","Sympetrum_semicinctum",0.778770897607582,-0.998689097157736
1782,2.626710129,-0.761346413,"n",1,"Libellulidae","Celithemis","Celithemis eponina","Celithemis_eponina",0.778770897607582,-0.998689097157736
1782,2.626710129,-0.761346413,"y",1,"Libellulidae","Libellula","Libellula luctuosa","Libellula_luctuosa",0.778770897607582,-0.998689097157736
1784,1.572544577,-0.567036659,"n",0,"Corduliidae","Epitheca","Epitheca princeps","Epitheca_princeps",0.683598402397908,-0.174427174086572
1784,1.572544577,-0.567036659,"n",1,"Libellulidae","Perithemis","Perithemis tenera","Perithemis_tenera",0.683598402397908,-0.174427174086572
1784,1.572544577,-0.567036659,"n",1,"Libellulidae","Celithemis","Celithemis eponina","Celithemis_eponina",0.683598402397908,-0.174427174086572
1784,1.572544577,-0.567036659,"n",1,"Aeshnidae","Anax","Anax junius","Anax_junius",0.683598402397908,-0.174427174086572
1784,1.572544577,-0.567036659,"n",1,"Corduliidae","Macromia","Macromia illinoiensis","Macromia_illinoiensis",0.683598402397908,-0.174427174086572
1784,1.572544577,-0.567036659,"y",1,"Libellulidae","Libellula","Libellula luctuosa","Libellula_luctuosa",0.683598402397908,-0.174427174086572
1784,1.572544577,-0.567036659,"n",0,"Libellulidae","Sympetrum","Sympetrum vicinum","Sympetrum_vicinum",0.683598402397908,-0.174427174086572
1784,1.572544577,-0.567036659,"y",1,"Libellulidae","Pachydiplax","Pachydiplax longipennis","Pachydiplax_longipennis",0.683598402397908,-0.174427174086572
1784,1.572544577,-0.567036659,"n",0,"Gomphidae","Dromogomphus","Dromogomphus spinosus","Dromogomphus_spinosus",0.683598402397908,-0.174427174086572
1784,1.572544577,-0.567036659,"n",0,"Aeshnidae","Basiaeschna","Basiaeschna janata","Basiaeschna_janata",0.683598402397908,-0.174427174086572
1785,1.396057496,-0.51498563,"y",0,"Libellulidae","Libellula","Libellula pulchella","Libellula_pulchella",0.65130432828697,0.391211232932746
1785,1.396057496,-0.51498563,"n",0,"Aeshnidae","Aeshna","Aeshna umbrosa","Aeshna_umbrosa",0.65130432828697,0.391211232932746
1785,1.396057496,-0.51498563,"y",1,"Libellulidae","Plathemis","Plathemis lydia","Plathemis_lydia",0.65130432828697,0.391211232932746
1785,1.396057496,-0.51498563,"n",0,"Gomphidae","Dromogomphus","Dromogomphus spinosus","Dromogomphus_spinosus",0.65130432828697,0.391211232932746
1785,1.396057496,-0.51498563,"y",1,"Libellulidae","Libellula","Libellula luctuosa","Libellula_luctuosa",0.65130432828697,0.391211232932746
1785,1.396057496,-0.51498563,"n",0,"Corduliidae","Epitheca","Epitheca princeps","Epitheca_princeps",0.65130432828697,0.391211232932746
1785,1.396057496,-0.51498563,"n",0,"Libellulidae","Pantala","Pantala hymenaea","Pantala_hymenaea",0.65130432828697,0.391211232932746
1786,0.900047132,-0.367737841,"n",0,"Aeshnidae","Anax","Anax junius","Anax_junius",0.519277546313381,0.615128363072389
1786,0.900047132,-0.367737841,"n",0,"Corduliidae","Macromia","Macromia illinoiensis","Macromia_illinoiensis",0.519277546313381,0.615128363072389
1786,0.900047132,-0.367737841,"n",1,"Gomphidae","Dromogomphus","Dromogomphus spinosus","Dromogomphus_spinosus",0.519277546313381,0.615128363072389
1786,0.900047132,-0.367737841,"y",1,"Libellulidae","Pachydiplax","Pachydiplax longipennis","Pachydiplax_longipennis",0.519277546313381,0.615128363072389
1786,0.900047132,-0.367737841,"n",0,"Gomphidae","Stylogomphus","Stylogomphus albistylus","Stylogomphus_albistylus",0.519277546313381,0.615128363072389
1786,0.900047132,-0.367737841,"n",0,"Gomphidae","Hagenius","Hagenius brevistylus","Hagenius_brevistylus",0.519277546313381,0.615128363072389
1786,0.900047132,-0.367737841,"n",0,"Libellulidae","Sympetrum","Sympetrum vicinum","Sympetrum_vicinum",0.519277546313381,0.615128363072389
1786,0.900047132,-0.367737841,"n",1,"Libellulidae","Perithemis","Perithemis tenera","Perithemis_tenera",0.519277546313381,0.615128363072389
1786,0.900047132,-0.367737841,"y",1,"Libellulidae","Plathemis","Plathemis lydia","Plathemis_lydia",0.519277546313381,0.615128363072389
1786,0.900047132,-0.367737841,"y",1,"Libellulidae","Erythemis","Erythemis simplicicollis","Erythemis_simplicicollis",0.519277546313381,0.615128363072389
1786,0.900047132,-0.367737841,"y",1,"Libellulidae","Libellula","Libellula luctuosa","Libellula_luctuosa",0.519277546313381,0.615128363072389
1786,0.900047132,-0.367737841,"y",1,"Libellulidae","Libellula","Libellula incesta","Libellula_incesta",0.519277546313381,0.615128363072389
1786,0.900047132,-0.367737841,"n",0,"Aeshnidae","Basiaeschna","Basiaeschna janata","Basiaeschna_janata",0.519277546313381,0.615128363072389
1786,0.900047132,-0.367737841,"n",0,"Corduliidae","Epitheca","Epitheca princeps","Epitheca_princeps",0.519277546313381,0.615128363072389
1790,-0.48566293,0.368114536,"y",1,"Libellulidae","Plathemis","Plathemis lydia","Plathemis_lydia",0.455396811522325,0.784593560574844
1790,-0.48566293,0.368114536,"y",1,"Libellulidae","Erythemis","Erythemis simplicicollis","Erythemis_simplicicollis",0.455396811522325,0.784593560574844
1791,0.129780553,0.413750003,"n",1,"Gomphidae","Dromogomphus","Dromogomphus spinosus","Dromogomphus_spinosus",0.457892939342796,0.960154797980404
1791,0.129780553,0.413750003,"y",1,"Libellulidae","Libellula","Libellula luctuosa","Libellula_luctuosa",0.457892939342796,0.960154797980404
1791,0.129780553,0.413750003,"n",1,"Libellulidae","Perithemis","Perithemis tenera","Perithemis_tenera",0.457892939342796,0.960154797980404
1791,0.129780553,0.413750003,"y",1,"Libellulidae","Erythemis","Erythemis simplicicollis","Erythemis_simplicicollis",0.457892939342796,0.960154797980404
1791,0.129780553,0.413750003,"y",1,"Libellulidae","Pachydiplax","Pachydiplax longipennis","Pachydiplax_longipennis",0.457892939342796,0.960154797980404
1793,-0.209526202,1.609001952,"n",0,"Corduliidae","Didymops","Didymops transversa","Didymops_transversa",0.415259996240609,0.959445621220303
1793,-0.209526202,1.609001952,"n",1,"Corduliidae","Macromia","Macromia illinoiensis","Macromia_illinoiensis",0.415259996240609,0.959445621220303
1794,-0.448568188,1.891623746,"n",0,"Corduliidae","Macromia","Macromia illinoiensis","Macromia_illinoiensis",0.378739886373462,1.10935044014357
1795,-0.434543423,1.602630941,"n",1,"Corduliidae","Epitheca","Epitheca princeps","Epitheca_princeps",0.438846592210885,1.04814195314682
1795,-0.434543423,1.602630941,"n",1,"Gomphidae","Dromogomphus","Dromogomphus spinosus","Dromogomphus_spinosus",0.438846592210885,1.04814195314682
1796,-0.230586782,1.385968416,"n",1,"Gomphidae","Stylogomphus","Stylogomphus albistylus","Stylogomphus_albistylus",0.341708746251841,0.595717706370595
1796,-0.230586782,1.385968416,"n",1,"Libellulidae","Celithemis","Celithemis elisa","Celithemis_elisa",0.341708746251841,0.595717706370595
1796,-0.230586782,1.385968416,"n",0,"Aeshnidae","Aeshna","Aeshna tuberculifera","Aeshna_tuberculifera",0.341708746251841,0.595717706370595
1797,0.056323356,1.009142842,"n",1,"Libellulidae","Sympetrum","Sympetrum rubicundulum","Sympetrum_rubicundulum",-0.0652017520980206,0.550543322726532
1797,0.056323356,1.009142842,"n",0,"Corduliidae","Macromia","Macromia illinoiensis","Macromia_illinoiensis",-0.0652017520980206,0.550543322726532
1797,0.056323356,1.009142842,"n",1,"Aeshnidae","Boyeria","Boyeria vinosa","Boyeria_vinosa",-0.0652017520980206,0.550543322726532
1797,0.056323356,1.009142842,"n",1,"Aeshnidae","Basiaeschna","Basiaeschna janata","Basiaeschna_janata",-0.0652017520980206,0.550543322726532
1798,-0.263791615,0.632194239,"n",0,"Aeshnidae","Boyeria","Boyeria vinosa","Boyeria_vinosa",0.446512480023958,0.567644333619057
1799,0.278106797,0.594100627,"y",1,"Libellulidae","Pachydiplax","Pachydiplax longipennis","Pachydiplax_longipennis",0.6416533429079,0.549378695534891
1800,0.04484695,0.567916784,"n",1,"Corduliidae","Epitheca","Epitheca cynosura","Epitheca_cynosura",0.745729916432567,0.599777543106423
1800,0.04484695,0.567916784,"n",1,"Libellulidae","Celithemis","Celithemis eponina","Celithemis_eponina",0.745729916432567,0.599777543106423
1800,0.04484695,0.567916784,"y",1,"Libellulidae","Pachydiplax","Pachydiplax longipennis","Pachydiplax_longipennis",0.745729916432567,0.599777543106423
1802,-0.412568947,0.588488702,"y",1,"Libellulidae","Pachydiplax","Pachydiplax longipennis","Pachydiplax_longipennis",0.756795945671265,1.12444437342473
1867,-2.097356832,-1.448795659,"n",1,"Aeshnidae","Rhionaeschna","Rhionaeschna multicolor","Rhionaeschna_multicolor",0.460703714241393,-1.68124035862802
1867,-2.097356832,-1.448795659,"n",1,"Libellulidae","Sympetrum","Sympetrum corruptum","Sympetrum_corruptum",0.460703714241393,-1.68124035862802
1867,-2.097356832,-1.448795659,"n",1,"Libellulidae","Leucorrhinia","Leucorrhinia hudsonica","Leucorrhinia_hudsonica",0.460703714241393,-1.68124035862802
1867,-2.097356832,-1.448795659,"n",1,"Libellulidae","Libellula","Libellula saturata","Libellula_saturata",0.460703714241393,-1.68124035862802
1868,-1.654077007,-0.92993583,"n",1,"Libellulidae","Libellula","Libellula saturata","Libellula_saturata",1.27287379027189,-2.37805290724673
1868,-1.654077007,-0.92993583,"n",1,"Libellulidae","Sympetrum","Sympetrum corruptum","Sympetrum_corruptum",1.27287379027189,-2.37805290724673
1874,0.56716693,-0.895458244,"n",0,"Libellulidae","Sympetrum","Sympetrum corruptum","Sympetrum_corruptum",0.276373473967905,-1.98934844555323
1876,2.369284804,-1.195719792,"n",1,"Libellulidae","Libellula","Libellula quadrimaculata","Libellula_quadrimaculata",-0.778386027329941,-1.26426087190628
1880,2.189704541,-1.07269336,"n",0,"Aeshnidae","Anax","Anax junius","Anax_junius",0.549645546310218,-1.67825414518906
1881,2.585479429,-1.119793193,"y",1,"Libellulidae","Libellula","Libellula pulchella","Libellula_pulchella",0.490777030974717,-1.47474307623086
1881,2.585479429,-1.119793193,"n",1,"Aeshnidae","Rhionaeschna","Rhionaeschna multicolor","Rhionaeschna_multicolor",0.490777030974717,-1.47474307623086
1882,2.725738796,-0.883788195,"y",0,"Libellulidae","Erythemis","Erythemis simplicicollis","Erythemis_simplicicollis",0.456458148666542,-1.1917189164357
1882,2.725738796,-0.883788195,"n",1,"Libellulidae","Sympetrum","Sympetrum corruptum","Sympetrum_corruptum",0.456458148666542,-1.1917189164357
1883,2.4884543,-0.627436948,"y",0,"Libellulidae","Libellula","Libellula luctuosa","Libellula_luctuosa",0.470767429787771,-1.08672829046287
1884,1.608040004,-0.618273597,"n",1,"Aeshnidae","Anax","Anax junius","Anax_junius",0.488103615800571,-0.641916084935486
1885,1.238932089,-0.306448067,"n",1,"Libellulidae","Sympetrum","Sympetrum corruptum","Sympetrum_corruptum",0.440792630139598,-0.36354045005418
1886,1.271504225,0.028476641,"n",0,"Libellulidae","Sympetrum","Sympetrum vicinum","Sympetrum_vicinum",0.316097342084328,0.0743949280104032
1886,1.271504225,0.028476641,"y",1,"Libellulidae","Libellula","Libellula luctuosa","Libellula_luctuosa",0.316097342084328,0.0743949280104032
1886,1.271504225,0.028476641,"n",1,"Libellulidae","Perithemis","Perithemis tenera","Perithemis_tenera",0.316097342084328,0.0743949280104032
1887,1.994342024,-0.340234422,"y",1,"Libellulidae","Libellula","Libellula luctuosa","Libellula_luctuosa",0.310593839190929,0.411318029925106
1887,1.994342024,-0.340234422,"n",0,"Aeshnidae","Basiaeschna","Basiaeschna janata","Basiaeschna_janata",0.310593839190929,0.411318029925106
1889,0.613447483,-0.316062929,"y",0,"Libellulidae","Erythemis","Erythemis simplicicollis","Erythemis_simplicicollis",0.204610721370802,0.484426048296017
1891,0.076206419,0.207466222,"n",1,"Libellulidae","Perithemis","Perithemis tenera","Perithemis_tenera",0.251135740330415,0.58212663022622
1891,0.076206419,0.207466222,"y",1,"Libellulidae","Libellula","Libellula luctuosa","Libellula_luctuosa",0.251135740330415,0.58212663022622
1891,0.076206419,0.207466222,"n",0,"Gomphidae","Hagenius","Hagenius brevistylus","Hagenius_brevistylus",0.251135740330415,0.58212663022622
1891,0.076206419,0.207466222,"n",1,"Corduliidae","Epitheca","Epitheca princeps","Epitheca_princeps",0.251135740330415,0.58212663022622
1891,0.076206419,0.207466222,"y",1,"Libellulidae","Pachydiplax","Pachydiplax longipennis","Pachydiplax_longipennis",0.251135740330415,0.58212663022622
1891,0.076206419,0.207466222,"n",1,"Libellulidae","Pantala","Pantala flavescens","Pantala_flavescens",0.251135740330415,0.58212663022622
1891,0.076206419,0.207466222,"y",1,"Libellulidae","Erythemis","Erythemis simplicicollis","Erythemis_simplicicollis",0.251135740330415,0.58212663022622
1891,0.076206419,0.207466222,"y",1,"Libellulidae","Libellula","Libellula pulchella","Libellula_pulchella",0.251135740330415,0.58212663022622
1892,0.353708131,0.343276144,"y",1,"Libellulidae","Libellula","Libellula luctuosa","Libellula_luctuosa",0.224915005821262,0.672140507491156
1892,0.353708131,0.343276144,"y",1,"Libellulidae","Libellula","Libellula incesta","Libellula_incesta",0.224915005821262,0.672140507491156
1892,0.353708131,0.343276144,"y",1,"Libellulidae","Erythemis","Erythemis simplicicollis","Erythemis_simplicicollis",0.224915005821262,0.672140507491156
1892,0.353708131,0.343276144,"n",1,"Libellulidae","Perithemis","Perithemis tenera","Perithemis_tenera",0.224915005821262,0.672140507491156
1892,0.353708131,0.343276144,"n",0,"Libellulidae","Pantala","Pantala hymenaea","Pantala_hymenaea",0.224915005821262,0.672140507491156
1892,0.353708131,0.343276144,"y",1,"Libellulidae","Libellula","Libellula pulchella","Libellula_pulchella",0.224915005821262,0.672140507491156
1892,0.353708131,0.343276144,"n",0,"Aeshnidae","Basiaeschna","Basiaeschna janata","Basiaeschna_janata",0.224915005821262,0.672140507491156
1892,0.353708131,0.343276144,"n",1,"Libellulidae","Pantala","Pantala flavescens","Pantala_flavescens",0.224915005821262,0.672140507491156
1892,0.353708131,0.343276144,"n",1,"Corduliidae","Epitheca","Epitheca princeps","Epitheca_princeps",0.224915005821262,0.672140507491156
1892,0.353708131,0.343276144,"n",0,"Aeshnidae","Boyeria","Boyeria vinosa","Boyeria_vinosa",0.224915005821262,0.672140507491156
1892,0.353708131,0.343276144,"y",1,"Libellulidae","Pachydiplax","Pachydiplax longipennis","Pachydiplax_longipennis",0.224915005821262,0.672140507491156
1898,0.113154703,1.11863698,"y",1,"Libellulidae","Plathemis","Plathemis lydia","Plathemis_lydia",-0.0697814945696405,0.357598007065144
1898,0.113154703,1.11863698,"n",1,"Gomphidae","Dromogomphus","Dromogomphus spinosus","Dromogomphus_spinosus",-0.0697814945696405,0.357598007065144
1898,0.113154703,1.11863698,"n",1,"Libellulidae","Perithemis","Perithemis tenera","Perithemis_tenera",-0.0697814945696405,0.357598007065144
1898,0.113154703,1.11863698,"n",0,"Aeshnidae","Boyeria","Boyeria vinosa","Boyeria_vinosa",-0.0697814945696405,0.357598007065144
1899,0.961717433,0.729623878,"n",1,"Corduliidae","Epitheca","Epitheca cynosura","Epitheca_cynosura",0.0256071306330077,0.528842449223785
1899,0.961717433,0.729623878,"y",1,"Libellulidae","Libellula","Libellula luctuosa","Libellula_luctuosa",0.0256071306330077,0.528842449223785
1899,0.961717433,0.729623878,"y",1,"Libellulidae","Plathemis","Plathemis lydia","Plathemis_lydia",0.0256071306330077,0.528842449223785
1899,0.961717433,0.729623878,"n",1,"Libellulidae","Sympetrum","Sympetrum rubicundulum","Sympetrum_rubicundulum",0.0256071306330077,0.528842449223785
1899,0.961717433,0.729623878,"n",1,"Libellulidae","Celithemis","Celithemis elisa","Celithemis_elisa",0.0256071306330077,0.528842449223785
1899,0.961717433,0.729623878,"n",1,"Corduliidae","Epitheca","Epitheca princeps","Epitheca_princeps",0.0256071306330077,0.528842449223785
1899,0.961717433,0.729623878,"y",1,"Libellulidae","Pachydiplax","Pachydiplax longipennis","Pachydiplax_longipennis",0.0256071306330077,0.528842449223785
1899,0.961717433,0.729623878,"n",1,"Gomphidae","Hagenius","Hagenius brevistylus","Hagenius_brevistylus",0.0256071306330077,0.528842449223785
1899,0.961717433,0.729623878,"n",1,"Gomphidae","Dromogomphus","Dromogomphus spinosus","Dromogomphus_spinosus",0.0256071306330077,0.528842449223785
1899,0.961717433,0.729623878,"n",1,"Libellulidae","Perithemis","Perithemis tenera","Perithemis_tenera",0.0256071306330077,0.528842449223785
1899,0.961717433,0.729623878,"y",1,"Libellulidae","Erythemis","Erythemis simplicicollis","Erythemis_simplicicollis",0.0256071306330077,0.528842449223785
1900,0.794919976,0.64941127,"y",1,"Libellulidae","Erythemis","Erythemis simplicicollis","Erythemis_simplicicollis",0.415338766509133,0.446743253231859
1900,0.794919976,0.64941127,"y",1,"Libellulidae","Pachydiplax","Pachydiplax longipennis","Pachydiplax_longipennis",0.415338766509133,0.446743253231859
1900,0.794919976,0.64941127,"n",1,"Corduliidae","Didymops","Didymops transversa","Didymops_transversa",0.415338766509133,0.446743253231859
1900,0.794919976,0.64941127,"y",1,"Libellulidae","Plathemis","Plathemis lydia","Plathemis_lydia",0.415338766509133,0.446743253231859
1900,0.794919976,0.64941127,"y",1,"Libellulidae","Libellula","Libellula luctuosa","Libellula_luctuosa",0.415338766509133,0.446743253231859
1900,0.794919976,0.64941127,"n",1,"Libellulidae","Perithemis","Perithemis tenera","Perithemis_tenera",0.415338766509133,0.446743253231859
1901,-0.212853715,0.636184495,"n",0,"Aeshnidae","Boyeria","Boyeria vinosa","Boyeria_vinosa",0.569399306872951,0.498387999429077
1901,-0.212853715,0.636184495,"n",1,"Gomphidae","Dromogomphus","Dromogomphus spinosus","Dromogomphus_spinosus",0.569399306872951,0.498387999429077
1902,-0.243182123,0.753001158,"n",1,"Corduliidae","Didymops","Didymops transversa","Didymops_transversa",0.684541909636316,0.63168618773427
1902,-0.243182123,0.753001158,"n",1,"Aeshnidae","Anax","Anax junius","Anax_junius",0.684541909636316,0.63168618773427
1902,-0.243182123,0.753001158,"n",1,"Corduliidae","Epitheca","Epitheca cynosura","Epitheca_cynosura",0.684541909636316,0.63168618773427
1902,-0.243182123,0.753001158,"y",1,"Libellulidae","Libellula","Libellula luctuosa","Libellula_luctuosa",0.684541909636316,0.63168618773427
1902,-0.243182123,0.753001158,"y",1,"Libellulidae","Erythemis","Erythemis simplicicollis","Erythemis_simplicicollis",0.684541909636316,0.63168618773427
1903,-0.385843393,0.785294701,"n",1,"Aeshnidae","Anax","Anax junius","Anax_junius",0.625234624375317,0.715809843296949
1903,-0.385843393,0.785294701,"n",1,"Libellulidae","Perithemis","Perithemis tenera","Perithemis_tenera",0.625234624375317,0.715809843296949
1903,-0.385843393,0.785294701,"y",1,"Libellulidae","Pachydiplax","Pachydiplax longipennis","Pachydiplax_longipennis",0.625234624375317,0.715809843296949
1903,-0.385843393,0.785294701,"y",1,"Libellulidae","Erythemis","Erythemis simplicicollis","Erythemis_simplicicollis",0.625234624375317,0.715809843296949
1968,-1.40763599,-1.989751404,"n",1,"Libellulidae","Sympetrum","Sympetrum pallipes","Sympetrum_pallipes",-0.850129033110417,-0.739938735898179
