"FID","Ztemp","Zprecip","Pruinosity","Persistence","Family","Genus","Species","Genus_species","z.hist.temp","z.hist.precip"
2103,-0.29925775,0.617401828,"n",1,"Gomphidae","Dromogomphus","Dromogomphus spinosus","Dromogomphus_spinosus",0.207224896095066,0.276741369776958
2103,-0.29925775,0.617401828,"n",1,"Libellulidae","Perithemis","Perithemis tenera","Perithemis_tenera",0.207224896095066,0.276741369776958
2103,-0.29925775,0.617401828,"y",1,"Libellulidae","Pachydiplax","Pachydiplax longipennis","Pachydiplax_longipennis",0.207224896095066,0.276741369776958
2103,-0.29925775,0.617401828,"y",1,"Libellulidae","Plathemis","Plathemis lydia","Plathemis_lydia",0.207224896095066,0.276741369776958
2103,-0.29925775,0.617401828,"y",1,"Libellulidae","Libellula","Libellula luctuosa","Libellula_luctuosa",0.207224896095066,0.276741369776958
2103,-0.29925775,0.617401828,"n",1,"Libellulidae","Pantala","Pantala hymenaea","Pantala_hymenaea",0.207224896095066,0.276741369776958
2103,-0.29925775,0.617401828,"n",1,"Gomphidae","Hagenius","Hagenius brevistylus","Hagenius_brevistylus",0.207224896095066,0.276741369776958
2103,-0.29925775,0.617401828,"y",1,"Libellulidae","Erythemis","Erythemis simplicicollis","Erythemis_simplicicollis",0.207224896095066,0.276741369776958
2103,-0.29925775,0.617401828,"n",1,"Aeshnidae","Basiaeschna","Basiaeschna janata","Basiaeschna_janata",0.207224896095066,0.276741369776958
2103,-0.29925775,0.617401828,"n",1,"Corduliidae","Didymops","Didymops transversa","Didymops_transversa",0.207224896095066,0.276741369776958
2104,-0.959657811,0.90269293,"n",1,"Cordulegastridae","Cordulegaster","Cordulegaster maculata","Cordulegaster_maculata",0.243155422437201,0.433718204074669
2104,-0.959657811,0.90269293,"n",1,"Libellulidae","Pantala","Pantala hymenaea","Pantala_hymenaea",0.243155422437201,0.433718204074669
2104,-0.959657811,0.90269293,"n",1,"Aeshnidae","Anax","Anax junius","Anax_junius",0.243155422437201,0.433718204074669
2104,-0.959657811,0.90269293,"n",1,"Aeshnidae","Boyeria","Boyeria vinosa","Boyeria_vinosa",0.243155422437201,0.433718204074669
2105,-0.760135902,0.813255628,"n",1,"Gomphidae","Phanogomphus","Phanogomphus exilis","Phanogomphus_exilis",0.226723250029554,0.472376902783887
2105,-0.760135902,0.813255628,"n",1,"Aeshnidae","Anax","Anax junius","Anax_junius",0.226723250029554,0.472376902783887
2167,0.237713833,-2.60147796,"n",1,"Aeshnidae","Rhionaeschna","Rhionaeschna californica","Rhionaeschna_californica",0.504234378007171,0.219779072795422
2167,0.237713833,-2.60147796,"n",1,"Aeshnidae","Rhionaeschna","Rhionaeschna multicolor","Rhionaeschna_multicolor",0.504234378007171,0.219779072795422
2167,0.237713833,-2.60147796,"y",1,"Libellulidae","Libellula","Libellula forensis","Libellula_forensis",0.504234378007171,0.219779072795422
2167,0.237713833,-2.60147796,"y",1,"Libellulidae","Plathemis","Plathemis lydia","Plathemis_lydia",0.504234378007171,0.219779072795422
2167,0.237713833,-2.60147796,"n",1,"Libellulidae","Sympetrum","Sympetrum corruptum","Sympetrum_corruptum",0.504234378007171,0.219779072795422
2167,0.237713833,-2.60147796,"n",1,"Libellulidae","Sympetrum","Sympetrum pallipes","Sympetrum_pallipes",0.504234378007171,0.219779072795422
2168,0.227889467,-2.013684548,"y",1,"Libellulidae","Libellula","Libellula pulchella","Libellula_pulchella",1.01143461804696,-0.882465810892858
2168,0.227889467,-2.013684548,"n",1,"Aeshnidae","Anax","Anax junius","Anax_junius",1.01143461804696,-0.882465810892858
2168,0.227889467,-2.013684548,"n",1,"Corduliidae","Epitheca","Epitheca canis","Epitheca_canis",1.01143461804696,-0.882465810892858
2168,0.227889467,-2.013684548,"y",1,"Libellulidae","Libellula","Libellula luctuosa","Libellula_luctuosa",1.01143461804696,-0.882465810892858
2168,0.227889467,-2.013684548,"n",1,"Libellulidae","Sympetrum","Sympetrum corruptum","Sympetrum_corruptum",1.01143461804696,-0.882465810892858
2168,0.227889467,-2.013684548,"n",1,"Libellulidae","Libellula","Libellula saturata","Libellula_saturata",1.01143461804696,-0.882465810892858
2168,0.227889467,-2.013684548,"y",1,"Libellulidae","Libellula","Libellula forensis","Libellula_forensis",1.01143461804696,-0.882465810892858
2168,0.227889467,-2.013684548,"y",1,"Libellulidae","Plathemis","Plathemis lydia","Plathemis_lydia",1.01143461804696,-0.882465810892858
2168,0.227889467,-2.013684548,"n",1,"Aeshnidae","Rhionaeschna","Rhionaeschna multicolor","Rhionaeschna_multicolor",1.01143461804696,-0.882465810892858
2168,0.227889467,-2.013684548,"n",1,"Libellulidae","Sympetrum","Sympetrum pallipes","Sympetrum_pallipes",1.01143461804696,-0.882465810892858
2169,0.347316728,-2.744933746,"n",1,"Corduliidae","Epitheca","Epitheca canis","Epitheca_canis",-0.147480227044078,0.31905318892038
2169,0.347316728,-2.744933746,"n",1,"Aeshnidae","Rhionaeschna","Rhionaeschna multicolor","Rhionaeschna_multicolor",-0.147480227044078,0.31905318892038
2169,0.347316728,-2.744933746,"n",1,"Libellulidae","Pantala","Pantala hymenaea","Pantala_hymenaea",-0.147480227044078,0.31905318892038
2169,0.347316728,-2.744933746,"n",1,"Libellulidae","Sympetrum","Sympetrum semicinctum","Sympetrum_semicinctum",-0.147480227044078,0.31905318892038
2169,0.347316728,-2.744933746,"n",1,"Aeshnidae","Anax","Anax junius","Anax_junius",-0.147480227044078,0.31905318892038
2170,1.087500947,-1.336841945,"n",1,"Libellulidae","Sympetrum","Sympetrum danae","Sympetrum_danae",-0.141229600088617,-1.77718442891916
2170,1.087500947,-1.336841945,"n",1,"Libellulidae","Sympetrum","Sympetrum obtrusum","Sympetrum_obtrusum",-0.141229600088617,-1.77718442891916
2170,1.087500947,-1.336841945,"n",1,"Corduliidae","Somatochlora","Somatochlora semicircularis","Somatochlora_semicircularis",-0.141229600088617,-1.77718442891916
2170,1.087500947,-1.336841945,"n",1,"Aeshnidae","Aeshna","Aeshna interrupta","Aeshna_interrupta",-0.141229600088617,-1.77718442891916
2170,1.087500947,-1.336841945,"n",1,"Aeshnidae","Aeshna","Aeshna palmata","Aeshna_palmata",-0.141229600088617,-1.77718442891916
2180,1.131074966,-0.856852634,"n",0,"Gomphidae","Ophiogomphus","Ophiogomphus severus","Ophiogomphus_severus",-1.13356312108627,-1.3317313893356
2181,1.50073942,-0.709731302,"n",1,"Libellulidae","Libellula","Libellula quadrimaculata","Libellula_quadrimaculata",-1.86418209941615,-1.35138277180956
2181,1.50073942,-0.709731302,"n",1,"Corduliidae","Somatochlora","Somatochlora semicircularis","Somatochlora_semicircularis",-1.86418209941615,-1.35138277180956
2181,1.50073942,-0.709731302,"n",1,"Aeshnidae","Aeshna","Aeshna juncea","Aeshna_juncea",-1.86418209941615,-1.35138277180956
2181,1.50073942,-0.709731302,"n",1,"Aeshnidae","Aeshna","Aeshna eremita","Aeshna_eremita",-1.86418209941615,-1.35138277180956
2182,1.387264191,-0.839696946,"n",1,"Aeshnidae","Aeshna","Aeshna palmata","Aeshna_palmata",-0.438737092376101,-1.54320580187045
2182,1.387264191,-0.839696946,"n",1,"Gomphidae","Ophiogomphus","Ophiogomphus severus","Ophiogomphus_severus",-0.438737092376101,-1.54320580187045
2182,1.387264191,-0.839696946,"n",1,"Libellulidae","Sympetrum","Sympetrum semicinctum","Sympetrum_semicinctum",-0.438737092376101,-1.54320580187045
2191,-0.057310048,0.291157946,"y",1,"Libellulidae","Pachydiplax","Pachydiplax longipennis","Pachydiplax_longipennis",-0.424369004800961,-0.104591668700454
2191,-0.057310048,0.291157946,"y",1,"Libellulidae","Libellula","Libellula luctuosa","Libellula_luctuosa",-0.424369004800961,-0.104591668700454
2193,-0.113373959,0.312720616,"y",0,"Libellulidae","Libellula","Libellula pulchella","Libellula_pulchella",-0.355908310540301,0.0770428396779485
2193,-0.113373959,0.312720616,"n",0,"Aeshnidae","Boyeria","Boyeria vinosa","Boyeria_vinosa",-0.355908310540301,0.0770428396779485
2194,-0.413441834,0.402871254,"n",1,"Aeshnidae","Boyeria","Boyeria vinosa","Boyeria_vinosa",-0.358974492067142,0.0421999838367247
2194,-0.413441834,0.402871254,"y",1,"Libellulidae","Libellula","Libellula luctuosa","Libellula_luctuosa",-0.358974492067142,0.0421999838367247
2194,-0.413441834,0.402871254,"y",1,"Libellulidae","Erythemis","Erythemis simplicicollis","Erythemis_simplicicollis",-0.358974492067142,0.0421999838367247
2194,-0.413441834,0.402871254,"n",1,"Corduliidae","Epitheca","Epitheca princeps","Epitheca_princeps",-0.358974492067142,0.0421999838367247
2194,-0.413441834,0.402871254,"n",0,"Aeshnidae","Aeshna","Aeshna umbrosa","Aeshna_umbrosa",-0.358974492067142,0.0421999838367247
2194,-0.413441834,0.402871254,"y",1,"Libellulidae","Libellula","Libellula pulchella","Libellula_pulchella",-0.358974492067142,0.0421999838367247
2195,-0.79507479,0.54726673,"y",1,"Libellulidae","Libellula","Libellula pulchella","Libellula_pulchella",-0.377411725855398,0.047798411282851
2195,-0.79507479,0.54726673,"n",1,"Libellulidae","Celithemis","Celithemis eponina","Celithemis_eponina",-0.377411725855398,0.047798411282851
2195,-0.79507479,0.54726673,"n",1,"Libellulidae","Perithemis","Perithemis tenera","Perithemis_tenera",-0.377411725855398,0.047798411282851
2195,-0.79507479,0.54726673,"n",1,"Corduliidae","Epitheca","Epitheca princeps","Epitheca_princeps",-0.377411725855398,0.047798411282851
2195,-0.79507479,0.54726673,"y",1,"Libellulidae","Libellula","Libellula luctuosa","Libellula_luctuosa",-0.377411725855398,0.047798411282851
2195,-0.79507479,0.54726673,"n",1,"Libellulidae","Sympetrum","Sympetrum corruptum","Sympetrum_corruptum",-0.377411725855398,0.047798411282851
2195,-0.79507479,0.54726673,"y",1,"Libellulidae","Pachydiplax","Pachydiplax longipennis","Pachydiplax_longipennis",-0.377411725855398,0.047798411282851
2195,-0.79507479,0.54726673,"y",1,"Libellulidae","Erythemis","Erythemis simplicicollis","Erythemis_simplicicollis",-0.377411725855398,0.047798411282851
2195,-0.79507479,0.54726673,"n",1,"Corduliidae","Epitheca","Epitheca cynosura","Epitheca_cynosura",-0.377411725855398,0.047798411282851
2195,-0.79507479,0.54726673,"n",1,"Aeshnidae","Anax","Anax junius","Anax_junius",-0.377411725855398,0.047798411282851
2195,-0.79507479,0.54726673,"n",1,"Corduliidae","Macromia","Macromia illinoiensis","Macromia_illinoiensis",-0.377411725855398,0.047798411282851
2195,-0.79507479,0.54726673,"n",1,"Libellulidae","Sympetrum","Sympetrum obtrusum","Sympetrum_obtrusum",-0.377411725855398,0.047798411282851
2195,-0.79507479,0.54726673,"n",0,"Libellulidae","Sympetrum","Sympetrum internum","Sympetrum_internum",-0.377411725855398,0.047798411282851
2195,-0.79507479,0.54726673,"n",1,"Libellulidae","Pantala","Pantala flavescens","Pantala_flavescens",-0.377411725855398,0.047798411282851
2195,-0.79507479,0.54726673,"n",1,"Aeshnidae","Boyeria","Boyeria vinosa","Boyeria_vinosa",-0.377411725855398,0.047798411282851
2196,-1.40495289,0.688836967,"n",1,"Libellulidae","Sympetrum","Sympetrum vicinum","Sympetrum_vicinum",-0.350562131185964,0.173305674992772
2196,-1.40495289,0.688836967,"y",1,"Libellulidae","Pachydiplax","Pachydiplax longipennis","Pachydiplax_longipennis",-0.350562131185964,0.173305674992772
2196,-1.40495289,0.688836967,"y",1,"Libellulidae","Libellula","Libellula pulchella","Libellula_pulchella",-0.350562131185964,0.173305674992772
2196,-1.40495289,0.688836967,"n",1,"Libellulidae","Perithemis","Perithemis tenera","Perithemis_tenera",-0.350562131185964,0.173305674992772
2196,-1.40495289,0.688836967,"y",1,"Libellulidae","Libellula","Libellula luctuosa","Libellula_luctuosa",-0.350562131185964,0.173305674992772
2196,-1.40495289,0.688836967,"n",0,"Corduliidae","Epitheca","Epitheca cynosura","Epitheca_cynosura",-0.350562131185964,0.173305674992772
2196,-1.40495289,0.688836967,"n",1,"Aeshnidae","Anax","Anax junius","Anax_junius",-0.350562131185964,0.173305674992772
2196,-1.40495289,0.688836967,"n",1,"Aeshnidae","Boyeria","Boyeria vinosa","Boyeria_vinosa",-0.350562131185964,0.173305674992772
2196,-1.40495289,0.688836967,"n",1,"Libellulidae","Celithemis","Celithemis eponina","Celithemis_eponina",-0.350562131185964,0.173305674992772
2196,-1.40495289,0.688836967,"n",0,"Libellulidae","Leucorrhinia","Leucorrhinia intacta","Leucorrhinia_intacta",-0.350562131185964,0.173305674992772
2198,-1.379176379,0.937696736,"n",1,"Libellulidae","Celithemis","Celithemis eponina","Celithemis_eponina",-0.496229840487245,0.11360665315041
2198,-1.379176379,0.937696736,"n",1,"Libellulidae","Leucorrhinia","Leucorrhinia intacta","Leucorrhinia_intacta",-0.496229840487245,0.11360665315041
2198,-1.379176379,0.937696736,"n",1,"Corduliidae","Epitheca","Epitheca princeps","Epitheca_princeps",-0.496229840487245,0.11360665315041
2198,-1.379176379,0.937696736,"y",1,"Libellulidae","Erythemis","Erythemis simplicicollis","Erythemis_simplicicollis",-0.496229840487245,0.11360665315041
2198,-1.379176379,0.937696736,"n",1,"Libellulidae","Sympetrum","Sympetrum vicinum","Sympetrum_vicinum",-0.496229840487245,0.11360665315041
2198,-1.379176379,0.937696736,"y",1,"Libellulidae","Libellula","Libellula luctuosa","Libellula_luctuosa",-0.496229840487245,0.11360665315041
2198,-1.379176379,0.937696736,"n",1,"Libellulidae","Perithemis","Perithemis tenera","Perithemis_tenera",-0.496229840487245,0.11360665315041
2198,-1.379176379,0.937696736,"y",1,"Libellulidae","Libellula","Libellula pulchella","Libellula_pulchella",-0.496229840487245,0.11360665315041
2198,-1.379176379,0.937696736,"y",1,"Libellulidae","Pachydiplax","Pachydiplax longipennis","Pachydiplax_longipennis",-0.496229840487245,0.11360665315041
2198,-1.379176379,0.937696736,"n",1,"Aeshnidae","Anax","Anax junius","Anax_junius",-0.496229840487245,0.11360665315041
2198,-1.379176379,0.937696736,"n",1,"Libellulidae","Celithemis","Celithemis elisa","Celithemis_elisa",-0.496229840487245,0.11360665315041
2199,-0.466547304,1.002508636,"y",1,"Libellulidae","Erythemis","Erythemis simplicicollis","Erythemis_simplicicollis",-0.462579528970592,0.0839880098446806
2199,-0.466547304,1.002508636,"n",1,"Libellulidae","Sympetrum","Sympetrum semicinctum","Sympetrum_semicinctum",-0.462579528970592,0.0839880098446806
2199,-0.466547304,1.002508636,"n",1,"Libellulidae","Pantala","Pantala hymenaea","Pantala_hymenaea",-0.462579528970592,0.0839880098446806
2199,-0.466547304,1.002508636,"n",1,"Aeshnidae","Anax","Anax junius","Anax_junius",-0.462579528970592,0.0839880098446806
2199,-0.466547304,1.002508636,"n",1,"Libellulidae","Perithemis","Perithemis tenera","Perithemis_tenera",-0.462579528970592,0.0839880098446806
2199,-0.466547304,1.002508636,"y",1,"Libellulidae","Plathemis","Plathemis lydia","Plathemis_lydia",-0.462579528970592,0.0839880098446806
2199,-0.466547304,1.002508636,"y",1,"Libellulidae","Libellula","Libellula pulchella","Libellula_pulchella",-0.462579528970592,0.0839880098446806
2199,-0.466547304,1.002508636,"n",1,"Libellulidae","Celithemis","Celithemis elisa","Celithemis_elisa",-0.462579528970592,0.0839880098446806
2199,-0.466547304,1.002508636,"n",1,"Aeshnidae","Aeshna","Aeshna umbrosa","Aeshna_umbrosa",-0.462579528970592,0.0839880098446806
2199,-0.466547304,1.002508636,"y",1,"Libellulidae","Pachydiplax","Pachydiplax longipennis","Pachydiplax_longipennis",-0.462579528970592,0.0839880098446806
2199,-0.466547304,1.002508636,"n",1,"Corduliidae","Epitheca","Epitheca princeps","Epitheca_princeps",-0.462579528970592,0.0839880098446806
2199,-0.466547304,1.002508636,"y",1,"Libellulidae","Libellula","Libellula luctuosa","Libellula_luctuosa",-0.462579528970592,0.0839880098446806
2200,0.150805984,0.975002133,"n",1,"Aeshnidae","Anax","Anax junius","Anax_junius",-0.33078840680862,0.225620452628346
2200,0.150805984,0.975002133,"n",0,"Libellulidae","Leucorrhinia","Leucorrhinia intacta","Leucorrhinia_intacta",-0.33078840680862,0.225620452628346
2200,0.150805984,0.975002133,"y",1,"Libellulidae","Erythemis","Erythemis simplicicollis","Erythemis_simplicicollis",-0.33078840680862,0.225620452628346
2200,0.150805984,0.975002133,"n",1,"Libellulidae","Sympetrum","Sympetrum vicinum","Sympetrum_vicinum",-0.33078840680862,0.225620452628346
2200,0.150805984,0.975002133,"n",1,"Libellulidae","Sympetrum","Sympetrum rubicundulum","Sympetrum_rubicundulum",-0.33078840680862,0.225620452628346
2200,0.150805984,0.975002133,"y",1,"Libellulidae","Pachydiplax","Pachydiplax longipennis","Pachydiplax_longipennis",-0.33078840680862,0.225620452628346
2200,0.150805984,0.975002133,"n",1,"Libellulidae","Perithemis","Perithemis tenera","Perithemis_tenera",-0.33078840680862,0.225620452628346
2200,0.150805984,0.975002133,"y",1,"Libellulidae","Libellula","Libellula pulchella","Libellula_pulchella",-0.33078840680862,0.225620452628346
2200,0.150805984,0.975002133,"n",1,"Corduliidae","Epitheca","Epitheca princeps","Epitheca_princeps",-0.33078840680862,0.225620452628346
2200,0.150805984,0.975002133,"y",1,"Libellulidae","Plathemis","Plathemis lydia","Plathemis_lydia",-0.33078840680862,0.225620452628346
2200,0.150805984,0.975002133,"n",1,"Aeshnidae","Boyeria","Boyeria vinosa","Boyeria_vinosa",-0.33078840680862,0.225620452628346
2200,0.150805984,0.975002133,"n",1,"Libellulidae","Celithemis","Celithemis eponina","Celithemis_eponina",-0.33078840680862,0.225620452628346
2200,0.150805984,0.975002133,"y",1,"Libellulidae","Libellula","Libellula luctuosa","Libellula_luctuosa",-0.33078840680862,0.225620452628346
2200,0.150805984,0.975002133,"y",1,"Libellulidae","Libellula","Libellula incesta","Libellula_incesta",-0.33078840680862,0.225620452628346
2200,0.150805984,0.975002133,"n",1,"Libellulidae","Celithemis","Celithemis elisa","Celithemis_elisa",-0.33078840680862,0.225620452628346
2200,0.150805984,0.975002133,"n",1,"Corduliidae","Epitheca","Epitheca cynosura","Epitheca_cynosura",-0.33078840680862,0.225620452628346
2200,0.150805984,0.975002133,"n",1,"Corduliidae","Macromia","Macromia illinoiensis","Macromia_illinoiensis",-0.33078840680862,0.225620452628346
2201,0.16186645,0.861330793,"n",1,"Libellulidae","Perithemis","Perithemis tenera","Perithemis_tenera",-0.273236852243564,0.413845632576278
2201,0.16186645,0.861330793,"y",1,"Libellulidae","Libellula","Libellula pulchella","Libellula_pulchella",-0.273236852243564,0.413845632576278
2201,0.16186645,0.861330793,"n",1,"Aeshnidae","Basiaeschna","Basiaeschna janata","Basiaeschna_janata",-0.273236852243564,0.413845632576278
2201,0.16186645,0.861330793,"y",1,"Libellulidae","Plathemis","Plathemis lydia","Plathemis_lydia",-0.273236852243564,0.413845632576278
2201,0.16186645,0.861330793,"n",0,"Libellulidae","Sympetrum","Sympetrum vicinum","Sympetrum_vicinum",-0.273236852243564,0.413845632576278
2201,0.16186645,0.861330793,"n",1,"Corduliidae","Epitheca","Epitheca cynosura","Epitheca_cynosura",-0.273236852243564,0.413845632576278
2201,0.16186645,0.861330793,"y",1,"Libellulidae","Pachydiplax","Pachydiplax longipennis","Pachydiplax_longipennis",-0.273236852243564,0.413845632576278
2201,0.16186645,0.861330793,"y",1,"Libellulidae","Erythemis","Erythemis simplicicollis","Erythemis_simplicicollis",-0.273236852243564,0.413845632576278
2201,0.16186645,0.861330793,"n",1,"Libellulidae","Leucorrhinia","Leucorrhinia intacta","Leucorrhinia_intacta",-0.273236852243564,0.413845632576278
2201,0.16186645,0.861330793,"n",1,"Corduliidae","Didymops","Didymops transversa","Didymops_transversa",-0.273236852243564,0.413845632576278
2202,-0.798572194,0.776368672,"n",1,"Libellulidae","Pantala","Pantala hymenaea","Pantala_hymenaea",-0.35960356922541,0.498017124440392
2202,-0.798572194,0.776368672,"y",1,"Libellulidae","Erythemis","Erythemis simplicicollis","Erythemis_simplicicollis",-0.35960356922541,0.498017124440392
2202,-0.798572194,0.776368672,"n",1,"Libellulidae","Sympetrum","Sympetrum rubicundulum","Sympetrum_rubicundulum",-0.35960356922541,0.498017124440392
2202,-0.798572194,0.776368672,"y",1,"Libellulidae","Libellula","Libellula luctuosa","Libellula_luctuosa",-0.35960356922541,0.498017124440392
2202,-0.798572194,0.776368672,"n",1,"Gomphidae","Dromogomphus","Dromogomphus spinosus","Dromogomphus_spinosus",-0.35960356922541,0.498017124440392
2203,-0.846440346,0.721698711,"n",1,"Aeshnidae","Aeshna","Aeshna tuberculifera","Aeshna_tuberculifera",-0.36463553549759,0.448734098104306
2203,-0.846440346,0.721698711,"y",1,"Libellulidae","Plathemis","Plathemis lydia","Plathemis_lydia",-0.36463553549759,0.448734098104306
2203,-0.846440346,0.721698711,"n",1,"Aeshnidae","Anax","Anax junius","Anax_junius",-0.36463553549759,0.448734098104306
2203,-0.846440346,0.721698711,"n",1,"Aeshnidae","Boyeria","Boyeria vinosa","Boyeria_vinosa",-0.36463553549759,0.448734098104306
2203,-0.846440346,0.721698711,"n",1,"Aeshnidae","Aeshna","Aeshna umbrosa","Aeshna_umbrosa",-0.36463553549759,0.448734098104306
2203,-0.846440346,0.721698711,"n",1,"Libellulidae","Celithemis","Celithemis elisa","Celithemis_elisa",-0.36463553549759,0.448734098104306
2203,-0.846440346,0.721698711,"y",1,"Libellulidae","Erythemis","Erythemis simplicicollis","Erythemis_simplicicollis",-0.36463553549759,0.448734098104306
2203,-0.846440346,0.721698711,"y",1,"Libellulidae","Libellula","Libellula luctuosa","Libellula_luctuosa",-0.36463553549759,0.448734098104306
2203,-0.846440346,0.721698711,"n",1,"Libellulidae","Sympetrum","Sympetrum rubicundulum","Sympetrum_rubicundulum",-0.36463553549759,0.448734098104306
2203,-0.846440346,0.721698711,"n",1,"Libellulidae","Sympetrum","Sympetrum vicinum","Sympetrum_vicinum",-0.36463553549759,0.448734098104306
2203,-0.846440346,0.721698711,"n",1,"Libellulidae","Sympetrum","Sympetrum obtrusum","Sympetrum_obtrusum",-0.36463553549759,0.448734098104306
2203,-0.846440346,0.721698711,"n",1,"Gomphidae","Dromogomphus","Dromogomphus spinosus","Dromogomphus_spinosus",-0.36463553549759,0.448734098104306
2203,-0.846440346,0.721698711,"y",1,"Libellulidae","Pachydiplax","Pachydiplax longipennis","Pachydiplax_longipennis",-0.36463553549759,0.448734098104306
2204,-0.970888168,0.938309146,"n",1,"Libellulidae","Celithemis","Celithemis elisa","Celithemis_elisa",-0.0795700566711464,0.331134835823501
2204,-0.970888168,0.938309146,"n",1,"Libellulidae","Sympetrum","Sympetrum vicinum","Sympetrum_vicinum",-0.0795700566711464,0.331134835823501
2204,-0.970888168,0.938309146,"n",1,"Aeshnidae","Boyeria","Boyeria vinosa","Boyeria_vinosa",-0.0795700566711464,0.331134835823501
2204,-0.970888168,0.938309146,"y",1,"Libellulidae","Libellula","Libellula luctuosa","Libellula_luctuosa",-0.0795700566711464,0.331134835823501
2204,-0.970888168,0.938309146,"n",1,"Gomphidae","Dromogomphus","Dromogomphus spinosus","Dromogomphus_spinosus",-0.0795700566711464,0.331134835823501
2204,-0.970888168,0.938309146,"y",1,"Libellulidae","Plathemis","Plathemis lydia","Plathemis_lydia",-0.0795700566711464,0.331134835823501
2204,-0.970888168,0.938309146,"n",1,"Aeshnidae","Aeshna","Aeshna umbrosa","Aeshna_umbrosa",-0.0795700566711464,0.331134835823501
2204,-0.970888168,0.938309146,"n",1,"Corduliidae","Epitheca","Epitheca princeps","Epitheca_princeps",-0.0795700566711464,0.331134835823501
2205,-0.927735946,1.32734521,"y",1,"Libellulidae","Erythemis","Erythemis simplicicollis","Erythemis_simplicicollis",0.0262359907932902,0.509148832898106
2205,-0.927735946,1.32734521,"y",1,"Libellulidae","Libellula","Libellula incesta","Libellula_incesta",0.0262359907932902,0.509148832898106
2205,-0.927735946,1.32734521,"y",1,"Libellulidae","Plathemis","Plathemis lydia","Plathemis_lydia",0.0262359907932902,0.509148832898106
2205,-0.927735946,1.32734521,"y",1,"Libellulidae","Pachydiplax","Pachydiplax longipennis","Pachydiplax_longipennis",0.0262359907932902,0.509148832898106
2205,-0.927735946,1.32734521,"n",1,"Libellulidae","Celithemis","Celithemis elisa","Celithemis_elisa",0.0262359907932902,0.509148832898106
2206,-0.156783946,0.973484817,"n",1,"Libellulidae","Celithemis","Celithemis elisa","Celithemis_elisa",0.00595145315945705,0.394192023487686
2268,0.540611266,-2.637393183,"n",1,"Corduliidae","Epitheca","Epitheca canis","Epitheca_canis",0.499661145475099,0.714953350839783
2268,0.540611266,-2.637393183,"n",1,"Aeshnidae","Rhionaeschna","Rhionaeschna californica","Rhionaeschna_californica",0.499661145475099,0.714953350839783
2269,0.537371627,-1.899943298,"n",1,"Corduliidae","Epitheca","Epitheca canis","Epitheca_canis",1.0745877585946,-0.882882223742069
2269,0.537371627,-1.899943298,"n",1,"Libellulidae","Libellula","Libellula saturata","Libellula_saturata",1.0745877585946,-0.882882223742069
2269,0.537371627,-1.899943298,"n",1,"Aeshnidae","Rhionaeschna","Rhionaeschna multicolor","Rhionaeschna_multicolor",1.0745877585946,-0.882882223742069
2269,0.537371627,-1.899943298,"n",1,"Libellulidae","Pantala","Pantala hymenaea","Pantala_hymenaea",1.0745877585946,-0.882882223742069
2269,0.537371627,-1.899943298,"n",1,"Aeshnidae","Rhionaeschna","Rhionaeschna californica","Rhionaeschna_californica",1.0745877585946,-0.882882223742069
2269,0.537371627,-1.899943298,"n",1,"Libellulidae","Sympetrum","Sympetrum corruptum","Sympetrum_corruptum",1.0745877585946,-0.882882223742069
2270,0.180220497,-2.692330795,"y",1,"Libellulidae","Pachydiplax","Pachydiplax longipennis","Pachydiplax_longipennis",-0.579117645774942,1.00929137053477
2270,0.180220497,-2.692330795,"y",1,"Libellulidae","Plathemis","Plathemis lydia","Plathemis_lydia",-0.579117645774942,1.00929137053477
2270,0.180220497,-2.692330795,"y",1,"Libellulidae","Libellula","Libellula forensis","Libellula_forensis",-0.579117645774942,1.00929137053477
2270,0.180220497,-2.692330795,"y",1,"Libellulidae","Libellula","Libellula luctuosa","Libellula_luctuosa",-0.579117645774942,1.00929137053477
2270,0.180220497,-2.692330795,"n",1,"Libellulidae","Sympetrum","Sympetrum corruptum","Sympetrum_corruptum",-0.579117645774942,1.00929137053477
2270,0.180220497,-2.692330795,"n",1,"Libellulidae","Libellula","Libellula saturata","Libellula_saturata",-0.579117645774942,1.00929137053477
2270,0.180220497,-2.692330795,"n",1,"Aeshnidae","Rhionaeschna","Rhionaeschna californica","Rhionaeschna_californica",-0.579117645774942,1.00929137053477
2270,0.180220497,-2.692330795,"n",1,"Libellulidae","Sympetrum","Sympetrum pallipes","Sympetrum_pallipes",-0.579117645774942,1.00929137053477
2270,0.180220497,-2.692330795,"n",0,"Libellulidae","Sympetrum","Sympetrum vicinum","Sympetrum_vicinum",-0.579117645774942,1.00929137053477
2270,0.180220497,-2.692330795,"n",1,"Libellulidae","Leucorrhinia","Leucorrhinia glacialis","Leucorrhinia_glacialis",-0.579117645774942,1.00929137053477
2270,0.180220497,-2.692330795,"y",1,"Libellulidae","Libellula","Libellula pulchella","Libellula_pulchella",-0.579117645774942,1.00929137053477
2271,0.069176461,-1.364974223,"n",0,"Libellulidae","Sympetrum","Sympetrum internum","Sympetrum_internum",-0.519089493208058,-1.2254558630679
2271,0.069176461,-1.364974223,"n",1,"Libellulidae","Sympetrum","Sympetrum semicinctum","Sympetrum_semicinctum",-0.519089493208058,-1.2254558630679
2271,0.069176461,-1.364974223,"n",1,"Aeshnidae","Aeshna","Aeshna palmata","Aeshna_palmata",-0.519089493208058,-1.2254558630679
